timestamp,hvac,lighting,lobby,mechanical_room,kitchen
2024-01-03 16:00:00,21.22,7.86,4.16,9.7,2.76
2024-01-03 17:00:00,22.03,7.64,3.43,9.8,5.66
2024-01-03 18:00:00,19.89,8.56,4.04,9.66,6.91
2024-01-03 19:00:00,21.51,8.76,0.6,9.28,3.01
2024-01-03 20:00:00,20.54,8.07,1.44,10.07,3.06
2024-01-03 21:00:00,9.35,9.18,1.01,10.29,3.54
2024-01-03 22:00:00,10.36,7.09,1.86,10.26,2.91
2024-01-03 23:00:00,11.54,0.94,1.73,10.41,2.95
2024-01-04 00:00:00,9.96,0.78,1.64,10.16,2.56
2024-01-04 01:00:00,11.56,0.44,1.96,9.73,3.33
2024-01-04 02:00:00,7.38,0.98,1.22,10.42,3.07
2024-01-04 03:00:00,10.82,0.96,2.02,9.32,2.83
2024-01-04 04:00:00,10.09,1.45,1.78,9.55,2.24
2024-01-04 05:00:00,9.7,1.19,1.43,9.52,3.58
2024-01-04 06:00:00,10.09,0.69,1.84,10.54,2.51
2024-01-04 07:00:00,8.01,9.48,1.17,10.47,6.53
2024-01-04 08:00:00,19.67,8.98,3.59,10.24,7.29
2024-01-04 09:00:00,20.54,8.47,3.7,10.54,2.52
2024-01-04 10:00:00,22.22,7.82,3.74,9.56,2.4
2024-01-04 11:00:00,19.22,7.23,3.47,10.17,2.15
2024-01-04 12:00:00,18.79,7.7,4.61,9.94,7.58
2024-01-04 13:00:00,19.25,8.87,3.87,10.42,6.56
2024-01-04 14:00:00,21.37,9.51,4.18,9.94,4.17
2024-01-04 15:00:00,20.49,9.23,3.71,9.81,2.6
2024-01-04 16:00:00,19.21,7.61,3.09,10.27,2.63
2024-01-04 17:00:00,20.77,7.1,4.14,10.44,6.55
2024-01-04 18:00:00,20.15,8.11,3.04,9.67,7.19
2024-01-04 19:00:00,21.45,6.59,1.48,9.97,2.81
2024-01-04 20:00:00,18.95,8.26,1.09,9.47,3.24
2024-01-04 21:00:00,9.67,7.88,2.1,8.75,2.61
2024-01-04 22:00:00,9.61,7.63,1.77,10.1,2.45
2024-01-04 23:00:00,8.54,0.52,1.53,10.3,2.28
2024-01-05 00:00:00,10.3,1.15,1.88,10.13,2.11
2024-01-05 01:00:00,10.26,0.84,1.25,9.03,2.79
2024-01-05 02:00:00,10.01,0.65,1.66,9.82,2.88
2024-01-05 03:00:00,9.77,0.14,1.56,8.89,2.75
2024-01-05 04:00:00,8.58,0.99,1.58,10.68,3.5
2024-01-05 05:00:00,9.58,1.53,1.88,9.46,3.49
2024-01-05 06:00:00,9.66,1.5,1.72,10.63,2.87
2024-01-05 07:00:00,9.2,7.63,1.59,10.47,5.56
2024-01-05 08:00:00,19.76,7.52,3.17,9.55,6.55
2024-01-05 09:00:00,20.61,8.38,3.52,9.43,2.76
2024-01-05 10:00:00,22.83,7.2,3.94,10.18,2.74
2024-01-05 11:00:00,20.26,8.24,4.05,9.58,2.72
2024-01-05 12:00:00,20.39,8.61,3.43,10.05,6.48
2024-01-05 13:00:00,19.89,8.98,5.21,9.76,6.69
2024-01-05 14:00:00,17.12,7.92,4.76,9.11,2.75
2024-01-05 15:00:00,19.96,7.84,4.3,8.88,3.08
2024-01-05 16:00:00,20.09,7.3,4.04,10.11,3.14
2024-01-05 17:00:00,23.69,7.34,3.89,9.72,6.27
2024-01-05 18:00:00,19.71,7.82,3.52,9.72,8.02
2024-01-05 19:00:00,20.45,8.29,1.52,10.35,2.61
2024-01-05 20:00:00,19.95,8.73,1.58,10.59,2.35
2024-01-05 21:00:00,8.83,7.36,1.13,9.86,3.15
2024-01-05 22:00:00,11.14,9.19,1.6,9.83,2.67
2024-01-05 23:00:00,10.75,0.92,1.45,10.25,3.13
2024-01-06 00:00:00,10.79,0.99,0.93,9.32,2.04
2024-01-06 01:00:00,9.09,0.78,1.24,10.11,3.56
2024-01-06 02:00:00,11.4,0.27,1.38,10.28,3.27
2024-01-06 03:00:00,8.6,1.27,2.07,10.34,2.4
2024-01-06 04:00:00,10.59,1.22,1.67,9.03,2.41
2024-01-06 05:00:00,12.19,0.92,1.1,9.62,3.67
2024-01-06 06:00:00,9.01,1.02,1.65,9.56,2.71
2024-01-06 07:00:00,9.43,8.41,1.04,10.05,6.33
2024-01-06 08:00:00,20.15,6.75,4.54,10.24,5.19
2024-01-06 09:00:00,19.24,7.58,3.76,10.75,2.86
2024-01-06 10:00:00,17.67,8.64,3.95,9.75,2.91
2024-01-06 11:00:00,20.1,7.0,4.66,9.75,3.29
2024-01-06 12:00:00,18.41,8.23,3.36,10.57,5.88
2024-01-06 13:00:00,20.71,6.91,3.3,10.15,5.78
2024-01-06 14:00:00,18.62,8.37,3.71,10.63,3.18
2024-01-06 15:00:00,22.32,7.97,4.52,10.14,3.4
2024-01-06 16:00:00,18.83,6.71,3.24,9.42,2.37
2024-01-06 17:00:00,19.52,8.93,2.58,9.33,7.87
2024-01-06 18:00:00,21.22,7.41,3.77,9.22,7.03
2024-01-06 19:00:00,18.15,7.35,1.67,10.33,3.44
2024-01-06 20:00:00,20.34,8.16,1.86,10.59,2.97
2024-01-06 21:00:00,11.31,8.92,1.36,10.92,1.99
2024-01-06 22:00:00,8.39,7.19,1.38,10.42,2.94
2024-01-06 23:00:00,10.18,1.02,1.85,10.58,3.42
2024-01-07 00:00:00,10.26,1.13,0.94,9.71,2.64
2024-01-07 01:00:00,10.78,1.21,1.38,9.42,2.84
2024-01-07 02:00:00,8.76,1.05,1.56,10.43,2.93
2024-01-07 03:00:00,8.68,0.89,1.63,10.21,1.84
2024-01-07 04:00:00,10.52,0.75,1.35,10.05,3.67
2024-01-07 05:00:00,10.3,1.03,1.51,10.19,2.64
2024-01-07 06:00:00,10.25,0.68,0.75,10.16,3.2
2024-01-07 07:00:00,10.35,5.66,1.3,10.64,6.93
2024-01-07 08:00:00,18.98,8.35,4.23,10.65,8.01
2024-01-07 09:00:00,20.35,8.72,3.51,10.27,3.16
2024-01-07 10:00:00,20.44,6.11,4.03,10.42,2.91
2024-01-07 11:00:00,18.93,7.19,4.22,10.26,2.64
2024-01-07 12:00:00,22.8,8.5,3.83,9.77,7.64
2024-01-07 13:00:00,20.71,9.65,4.09,10.38,5.5
2024-01-07 14:00:00,18.21,8.02,3.52,9.3,3.26
2024-01-07 15:00:00,20.98,7.42,3.9,10.53,2.56
2024-01-07 16:00:00,18.54,7.85,4.31,9.4,3.5
2024-01-07 17:00:00,21.18,9.1,4.08,10.14,7.13
2024-01-07 18:00:00,21.74,7.48,3.71,9.58,7.52
2024-01-07 19:00:00,18.77,7.36,1.57,10.28,3.03
2024-01-07 20:00:00,21.45,7.61,1.71,9.98,2.3
2024-01-07 21:00:00,10.41,7.24,0.89,9.2,2.66
2024-01-07 22:00:00,10.82,8.1,1.85,10.21,3.27
2024-01-07 23:00:00,11.9,1.49,1.4,9.71,3.07
2024-01-08 00:00:00,9.75,1.1,1.63,10.44,3.47
2024-01-08 01:00:00,9.25,0.92,1.86,10.0,3.16
2024-01-08 02:00:00,9.11,0.91,1.09,10.2,2.61
2024-01-08 03:00:00,9.18,0.53,1.29,9.52,2.68
2024-01-08 04:00:00,9.92,1.26,1.41,9.71,3.04
2024-01-08 05:00:00,10.34,0.98,1.26,9.77,2.07
2024-01-08 06:00:00,10.28,0.95,2.02,10.43,3.67
2024-01-08 07:00:00,10.83,10.55,1.24,10.84,7.35
2024-01-08 08:00:00,20.02,8.24,3.72,9.6,7.98
2024-01-08 09:00:00,22.18,7.4,4.1,10.54,2.37
2024-01-08 10:00:00,19.6,7.66,3.4,8.92,3.5
2024-01-08 11:00:00,24.08,8.92,3.8,9.4,3.89
2024-01-08 12:00:00,20.94,8.09,4.16,9.52,5.94
2024-01-08 13:00:00,18.71,6.85,3.83,9.32,7.62
2024-01-08 14:00:00,18.39,8.74,3.95,9.21,3.0
2024-01-08 15:00:00,20.72,7.47,3.74,10.21,2.38
2024-01-08 16:00:00,19.66,9.5,3.24,9.89,3.2
2024-01-08 17:00:00,21.07,8.86,4.16,10.19,7.67
2024-01-08 18:00:00,20.71,7.64,4.88,10.35,6.52
2024-01-08 19:00:00,19.89,9.02,1.51,10.13,3.47
2024-01-08 20:00:00,18.73,8.05,1.57,10.33,2.33
2024-01-08 21:00:00,8.49,8.68,1.71,9.97,2.4
2024-01-08 22:00:00,9.55,8.39,1.12,9.41,3.05
2024-01-08 23:00:00,10.86,0.75,2.01,10.53,3.01
2024-01-09 00:00:00,10.21,0.81,1.56,9.71,2.71
2024-01-09 01:00:00,8.75,1.31,1.99,9.53,3.32
2024-01-09 02:00:00,10.17,0.9,1.28,9.91,3.21
2024-01-09 03:00:00,10.39,0.88,2.05,9.54,3.34
2024-01-09 04:00:00,9.12,0.71,1.73,9.79,2.95
2024-01-09 05:00:00,10.15,1.13,1.67,10.17,3.24
2024-01-09 06:00:00,10.06,1.62,1.57,10.17,2.82
2024-01-09 07:00:00,8.86,7.15,1.43,9.55,8.64
2024-01-09 08:00:00,20.54,8.02,4.6,9.76,6.35
2024-01-09 09:00:00,20.84,9.13,4.07,10.54,3.84
2024-01-09 10:00:00,21.62,7.94,3.02,10.25,3.01
2024-01-09 11:00:00,21.58,8.36,3.44,11.04,2.45
2024-01-09 12:00:00,17.93,7.15,3.91,10.59,8.09
2024-01-09 13:00:00,18.59,8.34,4.15,10.57,7.1
2024-01-09 14:00:00,20.77,7.85,3.97,9.31,3.34
2024-01-09 15:00:00,20.77,8.79,4.61,10.38,3.49
2024-01-09 16:00:00,20.77,8.95,3.02,9.97,3.14
2024-01-09 17:00:00,25.78,10.07,4.07,9.72,6.53
2024-01-09 18:00:00,20.86,8.46,3.09,10.08,7.78
2024-01-09 19:00:00,21.7,8.26,1.73,10.47,3.0
2024-01-09 20:00:00,21.43,8.16,1.47,10.25,3.27
2024-01-09 21:00:00,10.65,7.72,1.63,9.56,2.14
2024-01-09 22:00:00,9.68,8.27,1.24,10.37,3.18
2024-01-09 23:00:00,10.76,0.91,1.88,9.68,2.74
2024-01-10 00:00:00,9.23,1.05,1.81,10.11,3.66
2024-01-10 01:00:00,9.76,1.4,1.68,9.85,3.25
2024-01-10 02:00:00,9.51,0.7,1.46,9.89,3.1
2024-01-10 03:00:00,10.08,1.34,1.67,10.38,3.19
2024-01-10 04:00:00,12.31,1.4,1.29,9.48,2.6
2024-01-10 05:00:00,8.13,0.96,1.76,10.97,3.65
2024-01-10 06:00:00,10.69,0.36,1.99,9.09,3.8
2024-01-10 07:00:00,8.39,7.51,1.82,9.7,7.31
2024-01-10 08:00:00,19.29,9.04,3.64,10.19,8.27
2024-01-10 09:00:00,21.63,7.98,4.18,10.29,2.77
2024-01-10 10:00:00,20.1,7.2,3.35,9.95,2.68
2024-01-10 11:00:00,18.38,7.6,4.29,9.97,3.02
2024-01-10 12:00:00,18.93,8.67,4.23,10.21,7.35
2024-01-10 13:00:00,21.02,8.44,3.07,9.88,6.68
2024-01-10 14:00:00,18.9,7.81,3.42,10.7,3.22
2024-01-10 15:00:00,20.32,7.71,3.86,10.42,3.12
2024-01-10 16:00:00,20.07,7.69,3.85,10.44,2.6
2024-01-10 17:00:00,19.02,7.26,3.4,9.52,7.42
2024-01-10 18:00:00,23.22,9.29,4.19,9.96,7.69
2024-01-10 19:00:00,20.95,7.74,1.58,9.85,3.07
2024-01-10 20:00:00,16.96,8.97,1.44,9.5,3.46
2024-01-10 21:00:00,10.19,9.22,1.27,10.18,2.51
2024-01-10 22:00:00,9.34,8.8,1.81,9.73,3.19
2024-01-10 23:00:00,10.85,0.87,2.0,10.33,2.53
2024-01-11 00:00:00,9.21,1.12,1.35,9.46,2.55
2024-01-11 01:00:00,9.89,0.99,1.32,10.86,2.75
2024-01-11 02:00:00,10.5,0.73,1.65,9.55,2.62
2024-01-11 03:00:00,10.87,1.1,1.39,10.11,2.78
2024-01-11 04:00:00,8.8,0.65,1.46,10.4,2.91
2024-01-11 05:00:00,9.67,1.36,1.72,9.71,3.33
2024-01-11 06:00:00,9.53,0.86,0.93,10.43,2.87
2024-01-11 07:00:00,9.35,8.16,1.9,9.39,5.73
2024-01-11 08:00:00,22.65,8.23,4.04,10.73,7.91
2024-01-11 09:00:00,20.61,7.79,3.79,10.01,2.67
2024-01-11 10:00:00,18.11,8.47,3.96,9.7,2.98
2024-01-11 11:00:00,21.38,7.62,3.98,9.85,3.18
2024-01-11 12:00:00,23.18,8.7,3.13,10.4,7.16
2024-01-11 13:00:00,21.55,6.92,4.75,9.71,7.88
2024-01-11 14:00:00,17.72,8.1,4.02,9.63,3.19
2024-01-11 15:00:00,19.27,9.55,4.22,9.89,2.66
2024-01-11 16:00:00,21.9,7.2,4.48,9.41,3.87
2024-01-11 17:00:00,18.94,7.46,3.49,10.91,7.16
2024-01-11 18:00:00,20.67,8.41,4.24,9.72,6.88
2024-01-11 19:00:00,21.16,8.14,1.42,10.42,3.39
2024-01-11 20:00:00,18.61,8.28,1.75,10.1,3.1
2024-01-11 21:00:00,9.94,8.39,0.86,9.51,3.16
2024-01-11 22:00:00,6.76,8.51,1.47,10.0,4.0
2024-01-11 23:00:00,8.98,1.33,1.32,10.39,2.89
2024-01-12 00:00:00,9.75,1.12,1.63,9.91,2.87
2024-01-12 01:00:00,8.75,0.93,1.64,10.6,3.05
2024-01-12 02:00:00,11.63,1.2,1.29,10.51,3.43
2024-01-12 03:00:00,8.57,1.57,1.29,10.46,2.4
2024-01-12 04:00:00,9.56,0.96,1.47,9.77,2.21
2024-01-12 05:00:00,10.13,0.71,1.23,9.46,2.77
2024-01-12 06:00:00,11.44,1.33,1.75,9.69,2.35
2024-01-12 07:00:00,8.56,7.9,1.39,10.1,6.66
2024-01-12 08:00:00,21.74,6.26,2.55,10.27,7.4
2024-01-12 09:00:00,20.02,8.68,3.81,8.91,2.64
2024-01-12 10:00:00,18.53,7.57,3.48,10.0,2.43
2024-01-12 11:00:00,20.69,7.93,3.18,10.08,3.03
2024-01-12 12:00:00,20.3,8.27,3.38,9.86,7.69
2024-01-12 13:00:00,19.1,8.15,4.05,10.65,5.64
2024-01-12 14:00:00,20.1,8.57,4.66,10.21,3.33
2024-01-12 15:00:00,19.42,7.65,4.16,10.66,3.33
2024-01-12 16:00:00,20.17,8.41,3.7,9.89,3.38
2024-01-12 17:00:00,20.99,7.79,4.23,10.47,7.97
2024-01-12 18:00:00,22.38,8.59,3.77,10.82,8.76
2024-01-12 19:00:00,18.14,8.49,1.29,10.66,2.86
2024-01-12 20:00:00,23.2,7.25,1.15,9.45,3.04
2024-01-12 21:00:00,8.05,8.87,0.97,9.87,2.83
2024-01-12 22:00:00,9.85,7.57,1.38,9.83,3.0
2024-01-12 23:00:00,10.59,1.24,1.55,10.24,3.61
2024-01-13 00:00:00,10.28,1.11,1.47,10.34,2.46
2024-01-13 01:00:00,9.38,1.55,1.38,9.58,2.66
2024-01-13 02:00:00,9.79,0.93,1.22,10.03,3.55
2024-01-13 03:00:00,9.51,0.9,1.68,8.99,3.41
2024-01-13 04:00:00,9.41,0.99,1.1,10.72,2.85
2024-01-13 05:00:00,10.85,0.91,1.73,9.74,3.34
2024-01-13 06:00:00,10.36,1.24,1.2,10.03,3.14
2024-01-13 07:00:00,9.31,6.71,1.27,9.85,8.2
2024-01-13 08:00:00,21.35,7.16,3.27,10.57,7.06
2024-01-13 09:00:00,20.46,7.15,3.75,8.58,3.41
2024-01-13 10:00:00,21.22,8.76,4.49,9.99,4.06
2024-01-13 11:00:00,20.94,9.37,4.26,9.95,3.24
2024-01-13 12:00:00,18.76,7.92,4.49,9.77,7.04
2024-01-13 13:00:00,19.16,7.86,4.26,10.86,7.58
2024-01-13 14:00:00,21.12,8.06,3.45,9.56,2.85
2024-01-13 15:00:00,20.92,8.93,3.83,10.39,3.96
2024-01-13 16:00:00,19.97,7.26,3.61,10.18,3.07
2024-01-13 17:00:00,20.18,8.19,4.67,10.63,6.78
2024-01-13 18:00:00,21.92,8.78,3.4,9.67,6.33
2024-01-13 19:00:00,19.11,8.4,1.77,9.63,3.44
2024-01-13 20:00:00,20.82,8.15,1.77,10.55,3.35
2024-01-13 21:00:00,9.8,8.8,2.05,10.21,2.8
2024-01-13 22:00:00,9.78,5.84,1.38,9.23,3.23
2024-01-13 23:00:00,11.1,1.2,1.71,9.73,2.4
2024-01-14 00:00:00,10.83,0.8,2.18,10.19,3.07
2024-01-14 01:00:00,10.81,0.45,1.31,10.42,3.18
2024-01-14 02:00:00,11.31,1.15,1.04,9.66,3.68
2024-01-14 03:00:00,10.02,1.41,0.94,8.54,2.69
2024-01-14 04:00:00,10.68,0.96,1.71,10.26,2.49
2024-01-14 05:00:00,9.69,1.29,0.94,9.39,2.64
2024-01-14 06:00:00,10.32,1.48,1.39,8.99,2.47
2024-01-14 07:00:00,9.87,9.05,1.63,8.58,8.07
2024-01-14 08:00:00,20.15,9.31,4.09,10.41,8.24
2024-01-14 09:00:00,20.89,8.59,4.21,10.06,3.13
2024-01-14 10:00:00,18.77,8.06,4.11,9.89,3.49
2024-01-14 11:00:00,23.14,6.72,4.64,10.69,3.05
2024-01-14 12:00:00,18.49,7.8,3.52,10.32,6.92
2024-01-14 13:00:00,18.18,7.33,3.66,10.81,6.73
2024-01-14 14:00:00,21.74,9.74,3.61,9.3,2.88
2024-01-14 15:00:00,21.19,7.86,4.42,9.98,2.38
2024-01-14 16:00:00,20.94,8.1,4.45,9.19,3.11
2024-01-14 17:00:00,20.94,8.44,4.23,9.89,6.97
2024-01-14 18:00:00,19.98,8.03,4.59,9.88,7.6
2024-01-14 19:00:00,18.65,9.36,1.15,10.31,3.04
2024-01-14 20:00:00,20.11,7.5,2.0,10.02,2.93
2024-01-14 21:00:00,9.32,8.16,1.96,10.31,2.65
2024-01-14 22:00:00,10.98,7.41,1.72,10.35,3.03
2024-01-14 23:00:00,9.85,0.6,2.03,11.08,3.3
2024-01-15 00:00:00,9.17,0.82,1.0,9.84,2.54
2024-01-15 01:00:00,9.68,0.99,1.34,9.53,3.03
2024-01-15 02:00:00,10.41,0.87,1.28,10.12,3.09
2024-01-15 03:00:00,9.44,0.79,1.72,9.6,2.71
2024-01-15 04:00:00,9.18,0.58,1.18,10.74,2.76
2024-01-15 05:00:00,10.24,0.98,1.73,9.86,3.09
2024-01-15 06:00:00,10.24,0.55,1.91,9.72,2.55
2024-01-15 07:00:00,9.49,8.61,1.71,9.76,7.28
2024-01-15 08:00:00,19.29,8.07,4.14,10.36,6.28
2024-01-15 09:00:00,20.35,6.83,3.51,9.92,3.43
2024-01-15 10:00:00,17.83,7.75,3.58,9.68,3.94
2024-01-15 11:00:00,17.89,7.4,4.62,10.83,2.66
2024-01-15 12:00:00,18.92,8.26,4.39,9.57,7.43
2024-01-15 13:00:00,19.68,9.07,3.98,10.02,6.42
2024-01-15 14:00:00,20.47,6.5,3.79,10.33,3.42
2024-01-15 15:00:00,22.21,8.09,2.99,9.18,2.49
2024-01-15 16:00:00,21.29,7.87,3.46,10.24,3.19
2024-01-15 17:00:00,19.76,8.54,4.96,9.47,6.3
2024-01-15 18:00:00,19.97,8.17,3.36,10.41,6.83
2024-01-15 19:00:00,18.5,7.4,1.56,9.52,2.59
2024-01-15 20:00:00,19.97,7.74,1.8,10.35,3.33
2024-01-15 21:00:00,9.71,7.36,1.12,10.55,2.67
2024-01-15 22:00:00,10.32,8.86,1.56,10.43,3.22
2024-01-15 23:00:00,9.17,1.01,1.78,10.13,2.86
2024-01-16 00:00:00,10.52,1.57,1.5,9.88,2.95
2024-01-16 01:00:00,11.53,0.98,2.36,9.71,3.06
2024-01-16 02:00:00,9.89,0.79,1.0,10.74,2.7
2024-01-16 03:00:00,10.4,0.55,1.82,9.65,3.08
2024-01-16 04:00:00,10.69,0.46,1.45,9.48,3.61
2024-01-16 05:00:00,9.6,0.52,1.73,10.33,2.69
2024-01-16 06:00:00,10.22,1.08,1.63,9.6,3.47
2024-01-16 07:00:00,10.01,8.41,1.28,9.52,8.2
2024-01-16 08:00:00,20.15,6.74,4.11,9.28,6.35
2024-01-16 09:00:00,18.84,8.72,3.07,9.76,2.42
2024-01-16 10:00:00,20.04,7.61,4.3,9.96,3.12
2024-01-16 11:00:00,20.75,8.12,4.15,10.12,2.78
2024-01-16 12:00:00,22.18,9.29,4.32,10.48,8.49
2024-01-16 13:00:00,21.44,8.72,4.53,10.26,7.03
2024-01-16 14:00:00,23.23,7.79,4.18,9.9,2.68
2024-01-16 15:00:00,18.85,7.29,4.07,9.9,2.54
2024-01-16 16:00:00,21.31,6.28,3.56,10.26,3.44
2024-01-16 17:00:00,20.28,7.42,3.64,10.64,6.54
2024-01-16 18:00:00,23.28,7.83,4.59,10.06,7.04
2024-01-16 19:00:00,18.79,7.21,1.93,9.77,3.38
2024-01-16 20:00:00,18.74,7.89,1.43,9.5,2.81
2024-01-16 21:00:00,9.4,8.06,1.51,9.28,2.98
2024-01-16 22:00:00,7.88,7.82,1.23,10.33,2.99
2024-01-16 23:00:00,9.47,0.8,1.85,10.29,3.27
2024-01-17 00:00:00,9.24,1.05,1.7,10.29,3.24
2024-01-17 01:00:00,10.15,1.13,2.08,9.94,2.91
2024-01-17 02:00:00,10.34,0.67,1.24,10.7,3.03
2024-01-17 03:00:00,11.88,1.42,1.39,9.76,2.85
2024-01-17 04:00:00,10.95,0.97,1.57,10.48,2.41
2024-01-17 05:00:00,9.42,1.01,1.69,9.98,3.1
2024-01-17 06:00:00,9.1,1.21,1.44,9.7,3.76
2024-01-17 07:00:00,10.49,8.19,1.24,10.3,6.29
2024-01-17 08:00:00,18.02,8.76,4.44,10.2,6.38
2024-01-17 09:00:00,22.75,8.23,4.36,10.18,2.65
2024-01-17 10:00:00,21.77,7.51,3.54,10.04,3.29
2024-01-17 11:00:00,19.3,8.29,4.68,9.98,3.18
2024-01-17 12:00:00,17.43,7.09,4.59,11.19,6.87
2024-01-17 13:00:00,22.03,8.09,4.07,10.59,6.27
2024-01-17 14:00:00,19.83,7.97,4.04,10.36,3.04
2024-01-17 15:00:00,21.86,7.83,4.28,10.06,2.37
2024-01-17 16:00:00,17.61,7.9,3.57,10.5,3.06
2024-01-17 17:00:00,19.1,6.49,4.02,10.26,7.7
2024-01-17 18:00:00,20.01,7.56,2.92,10.01,6.0
2024-01-17 19:00:00,20.07,8.07,1.76,9.85,2.39
2024-01-17 20:00:00,19.32,8.13,1.03,9.96,3.63
2024-01-17 21:00:00,10.62,7.18,1.95,8.41,2.76
2024-01-17 22:00:00,8.93,9.01,1.4,10.11,3.45
2024-01-17 23:00:00,9.86,0.74,1.44,9.76,2.94
2024-01-18 00:00:00,10.12,1.29,1.31,10.8,2.94
2024-01-18 01:00:00,10.51,1.13,1.41,10.01,3.18
2024-01-18 02:00:00,10.71,0.81,1.93,9.41,2.65
2024-01-18 03:00:00,8.88,1.53,0.75,9.98,3.05
2024-01-18 04:00:00,8.47,0.64,1.88,9.48,2.85
2024-01-18 05:00:00,11.28,1.28,1.6,10.24,2.47
2024-01-18 06:00:00,10.33,1.3,1.14,10.15,3.13
2024-01-18 07:00:00,9.25,7.46,1.18,10.48,6.79
2024-01-18 08:00:00,22.33,9.11,4.84,9.6,6.87
2024-01-18 09:00:00,20.17,7.8,3.53,10.02,2.52
2024-01-18 10:00:00,21.77,8.23,3.42,9.32,3.64
2024-01-18 11:00:00,20.1,8.21,4.57,10.35,3.35
2024-01-18 12:00:00,23.09,7.89,4.17,10.26,7.77
2024-01-18 13:00:00,22.63,8.65,3.53,10.25,6.76
